Transcript PK, Syllable PK, Sequence PK
ˈpʌtɪŋ, ʌt, 1
ˈpʌtɪŋ, yŋ, 2
ˈpʌz(ə)ld, ʌz, 1
ˈpʌz(ə)ld, əl, 2
ˈpʌŋktʃueɪt, ʌŋ, 1
ˈpʌŋktʃueɪt, eɪt, 2
ˈraɪdɪŋ, aɪd, 1
ˈraɪdɪŋ, yŋ, 2
ˈraɪv(ə)l, aɪv, 1
ˈraɪv(ə)l, əl, 2
ˈraɪzɪŋ, aɪz, 1
ˈraɪzɪŋ, yŋ, 2
ˈraɪət, ɪət, 1
ˈredi, ed, 1
ˈredʒɪstə(r), edʒ, 1
ˈredʒɪstə(r), ys, 2
ˈredʒɪstə(r), ər, 3
ˈref(ə)rəns, ef, 1
ˈref(ə)rəns, ər, 2
ˈref(ə)rəns, ən, 3
ˈrekɔː(r)d, ek, 1
ˈrekɔː(r)d, ɔːr, 2
ˈrekən, ek, 1
ˈrekən, ən, 2
ˈrekəɡnaɪz, ek, 1
ˈrekəɡnaɪz, aɪz, 2
ˈrelətɪv, el, 1
ˈrelətɪv, ət, 2
ˈrelətɪv, yv, 3
ˈreləɡeɪt, el, 1
ˈreləɡeɪt, eɪt, 2
ˈremədi, em, 1
ˈremədi, əd, 2
ˈrendə(r), en, 1
ˈrendə(r), ər, 2
ˈrent(ə)l, en, 1
ˈrent(ə)l, əl, 2
ˈrenəveɪt, en, 1
ˈrenəveɪt, əv, 2
ˈrenəveɪt, eɪt, 3
ˈreplɪkeɪt, ep, 1
ˈreplɪkeɪt, yk, 2
ˈreplɪkeɪt, eɪt, 3
ˈreprɪˌmɑːnd, ep, 1
ˈreprɪˌmɑːnd, ym, 2
ˈreprɪˌmɑːnd, ɑːn, 3
ˈreskjuː, es, 1
ˈrevənjuː, ev, 1
ˈrevənjuː, ən, 2
ˈrezə(r)ˌvwɑː(r), ez, 1
ˈrezə(r)ˌvwɑː(r), ər, 2
ˈrezə(r)ˌvwɑː(r), ɑːr, 3
ˈrezɪd(ə)nt, ez, 1
ˈrezɪd(ə)nt, yd, 2
ˈrezɪd(ə)nt, ən, 3
ˈreɡjʊleɪt, ʊl, 1
ˈreɡjʊleɪt, eɪt, 2
ˈreɡjʊˌleɪtə(r), ʊl, 1
ˈreɡjʊˌleɪtə(r), eɪt, 2
ˈreɡjʊˌleɪtə(r), ər, 3
ˈreɪlɪŋ, eɪl, 1
ˈreɪlɪŋ, yŋ, 2
ˈreɪsɪŋ, eɪs, 1
ˈreɪsɪŋ, yŋ, 2
ˈreɪtɪŋ, eɪt, 1
ˈreɪtɪŋ, yŋ, 2
ˈreɪtˌpeɪə(r), eɪt, 1
ˈreɪtˌpeɪə(r), ɪər, 2
ˈreɪzɪŋ, eɪz, 1
ˈreɪzɪŋ, yŋ, 2
ˈreɪʃiəʊ, eɪʃ, 1
ˈriːdə(r), iːd, 1
ˈriːdə(r), ər, 2
ˈriːdɪŋ, iːd, 1
ˈriːdɪŋ, yŋ, 2
ˈriːdʒ(ə)n, iːdʒ, 1
ˈriːdʒ(ə)n, ən, 2
ˈriːfʌnd, iːf, 1
ˈriːfʌnd, ʌn, 2
ˈriːz(ə)n, iːz, 1
ˈriːz(ə)n, ən, 2
ˈriːz(ə)nɪŋ, iːz, 1
ˈriːz(ə)nɪŋ, ən, 2
ˈriːz(ə)nɪŋ, yŋ, 3
ˈriːˌrʌn, iːr, 1
ˈriːˌrʌn, ʌn, 2
ˈriːˌteɪlə(r), iːt, 1
ˈriːˌteɪlə(r), eɪl, 2
ˈriːˌteɪlə(r), ər, 3
ˈriːˌteɪlɪŋ, iːt, 1
ˈriːˌteɪlɪŋ, eɪl, 2
ˈriːˌteɪlɪŋ, yŋ, 3
ˈruːfˌtɒp, uːf, 1
ˈruːfˌtɒp, ɒp, 2
ˈruːlɪŋ, uːl, 1
ˈruːlɪŋ, yŋ, 2
ˈruːmə(r), uːm, 1
ˈruːmə(r), ər, 2
ˈræli, æl, 1
ˈræt(ə)l, æt, 1
ˈræt(ə)l, əl, 2
ˈrætlɪŋ, æt, 1
ˈrætlɪŋ, yŋ, 2
ˈrætəld, æt, 1
ˈrætəld, əl, 2
ˈrætɪfaɪ, æt, 1
ˈrætɪfaɪ, yf, 2
ˈrætʃɪt, ætʃ, 1
ˈrætʃɪt, yt, 2
ˈræŋk(ə)l, æŋ, 1
ˈræŋk(ə)l, əl, 2
ˈræŋkɪŋ, æŋ, 1
ˈræŋkɪŋ, yŋ, 2
ˈræʃ(ə)n, æʃ, 1
ˈræʃ(ə)n, ən, 2
ˈræʃ(ə)nɪŋ, æʃ, 1
ˈræʃ(ə)nɪŋ, ən, 2
ˈræʃ(ə)nɪŋ, yŋ, 3
ˈrɔɪəlti, ɪəl, 1
ˈrəʊlə(r), əʊl, 1
ˈrəʊlə(r), ər, 2
ˈrəʊlɪŋ, əʊl, 1
ˈrəʊlɪŋ, yŋ, 2
ˈrəʊlˌəʊvə(r), əʊl, 1
ˈrəʊlˌəʊvə(r), əʊv, 2
ˈrəʊlˌəʊvə(r), ər, 3
ˈrɛstɪŋ, yŋ, 1
ˈrɪp(ə)l, yp, 1
ˈrɪp(ə)l, əl, 2
ˈrɪski, ys, 1
ˈrɪz(ə)n, yz, 1
ˈrɪz(ə)n, ən, 2
ˈrɪəlaɪz, ɪəl, 1
ˈrɪəlaɪz, aɪz, 2
ˈrɪɡɪŋ, yŋ, 1
ˈrʌkʃ(ə)nz, ʌk, 1
ˈrʌkʃ(ə)nz, ən, 2
ˈrʌmblɪŋ, ʌm, 1
ˈrʌmblɪŋ, yŋ, 2
ˈrʌnɪŋ, ʌn, 1
ˈrʌnɪŋ, yŋ, 2
ˈrʌstɪˌkeɪtɪŋ, ʌs, 1
ˈrʌstɪˌkeɪtɪŋ, yk, 2
ˈrʌstɪˌkeɪtɪŋ, eɪt, 3
ˈrʌstɪˌkeɪtɪŋ, yŋ, 4
ˈrʌʃ(ə)n, ʌʃ, 1
ˈrʌʃ(ə)n, ən, 2
ˈrʌʃˌaʊə, ʌʃ, 1
ˈsaɪdˌlaɪn, aɪd, 1
ˈsaɪdˌlaɪn, aɪn, 2
ˈsaɪdˌstep, aɪd, 1
ˈsaɪdˌstep, ep, 2
ˈsaɪf(ə)n, aɪf, 1
ˈsaɪf(ə)n, ən, 2
ˈsaɪk(ə)l, aɪk, 1
ˈsaɪk(ə)l, əl, 2
ˈsaɪləns, aɪl, 1
ˈsaɪləns, ən, 2
ˈsaɪlənst, aɪl, 1
ˈsaɪlənst, ən, 2
ˈsaɪnɪŋ, aɪn, 1
ˈsaɪnɪŋ, yŋ, 2
ˈsaɪnˌpəʊst, aɪn, 1
ˈsaɪnˌpəʊst, əʊs, 2
ˈsaɪəntɪst, ɪən, 1
ˈsaɪəntɪst, ys, 2
ˈsaʊdi, aʊd, 1
ˈsaʊndɪŋ, aʊn, 1
ˈsaʊndɪŋ, yŋ, 2
ˈsaʊə(r), ʊər, 1
ˈsektə(r), ek, 1
ˈsektə(r), ər, 2
ˈselə(r), el, 1
ˈselə(r), ər, 2
ˈseləˌbreɪtɪd, el, 1
ˈseləˌbreɪtɪd, əb, 2
ˈseləˌbreɪtɪd, eɪt, 3
ˈseləˌbreɪtɪd, yd, 4
ˈselɪŋ, el, 1
ˈselɪŋ, yŋ, 2
ˈsemətri, em, 1
ˈsemətri, ət, 2
ˈsemɪˌnɑː(r), em, 1
ˈsemɪˌnɑː(r), yn, 2
ˈsemɪˌnɑː(r), ɑːr, 3
ˈsensə(r), en, 1
ˈsensə(r), ər, 2
ˈsentrəlaɪz, en, 1
ˈsentrəlaɪz, əl, 2
ˈsentrəlaɪz, aɪz, 3
ˈsentə(r), en, 1
ˈsentə(r), ər, 2
ˈsentəns, en, 1
ˈsentəns, ən, 2
ˈsentɪmənt, en, 1
ˈsentɪmənt, ym, 2
ˈsentɪmənt, ən, 3
ˈsentɪˌmiːtə(r), en, 1
ˈsentɪˌmiːtə(r), ym, 2
ˈsentɪˌmiːtə(r), iːt, 3
ˈsentɪˌmiːtə(r), ər, 4
ˈsep(ə)rətɪst, ep, 1
ˈsep(ə)rətɪst, ər, 2
ˈsep(ə)rətɪst, ət, 3
ˈsep(ə)rətɪst, ys, 4
ˈsepəˌreɪtɪd, ep, 1
ˈsepəˌreɪtɪd, ər, 2
ˈsepəˌreɪtɪd, eɪt, 3
ˈsepəˌreɪtɪd, yd, 4
ˈset(ə)l, et, 1
ˈset(ə)l, əl, 2
ˈset(ə)ld, et, 1
ˈset(ə)ld, əl, 2
ˈset(ə)lmənt, et, 1
ˈset(ə)lmənt, əl, 2
ˈset(ə)lmənt, ən, 3
ˈsetɪŋ, et, 1
ˈsetɪŋ, yŋ, 2
ˈsetˌbæk, et, 1
ˈsetˌbæk, æk, 2
ˈsevə(r), ev, 1
ˈsevə(r), ər, 2
ˈseɡmənt, ən, 1
ˈseɪdɪ, eɪd, 1
ˈseɪlzmən, eɪl, 1
ˈseɪlzmən, ən, 2
ˈseɪlzˌpɜː(r)s(ə)n, eɪl, 1
ˈseɪlzˌpɜː(r)s(ə)n, ɜːr, 2
ˈseɪlzˌpɜː(r)s(ə)n, ən, 3
ˈseɪvə(r), eɪv, 1
ˈseɪvə(r), ər, 2
ˈseɪvɪŋ, eɪv, 1
ˈseɪvɪŋ, yŋ, 2
ˈseʃ(ə)n, eʃ, 1
ˈseʃ(ə)n, ən, 2
ˈsiːkwəns, iːk, 1
ˈsiːkwəns, ən, 2
ˈsiːkwənsɪŋ, iːk, 1
ˈsiːkwənsɪŋ, ən, 2
ˈsiːkwənsɪŋ, yŋ, 3
ˈsiːkə(r), iːk, 1
ˈsiːkə(r), ər, 2
ˈsiːlɪŋ, iːl, 1
ˈsiːlɪŋ, yŋ, 2
ˈsiːniə(r), iːn, 1
ˈsiːtɪŋ, iːt, 1
ˈsiːtɪŋ, yŋ, 2
ˈsiːɪŋ, yŋ, 1
ˈskeptɪk, ep, 1
ˈskeptɪk, yk, 2
ˈskriːnɪŋ, iːn, 1
ˈskriːnɪŋ, yŋ, 2
ˈskruːtɪnaɪz, uːt, 1
ˈskruːtɪnaɪz, yn, 2
ˈskruːtɪnaɪz, aɪz, 3
ˈskræmb(ə)l, æm, 1
ˈskræmb(ə)l, əl, 2
ˈskænd(ə)l, æn, 1
ˈskænd(ə)l, əl, 2
ˈskænə(r), æn, 1
ˈskænə(r), ər, 2
ˈskɔː(r)ˌbɔː(r)d, ɔːr, 1
ˈskɔː(r)ˌbɔː(r)d, ɔːr, 2
ˈskʌf(ə)l, ʌf, 1
ˈskʌf(ə)l, əl, 2
ˈskʌlptʃə(r), ʌl, 1
ˈskʌlptʃə(r), ər, 2
ˈslæmɪŋ, æm, 1
ˈslæmɪŋ, yŋ, 2
ˈslɑːntɪd, ɑːn, 1
ˈslɑːntɪd, yd, 2
ˈslɪmɪŋ, ym, 1
ˈslɪmɪŋ, yŋ, 2
ˈsmeltə(r), el, 1
ˈsmeltə(r), ər, 2
ˈsməʊldə(r), əʊl, 1
ˈsməʊldə(r), ər, 2
ˈsmʌðə(r), ʌð, 1
ˈsmʌðə(r), ər, 2
ˈsmʌɡ(ə)lə(r), əl, 1
ˈsmʌɡ(ə)lə(r), ər, 2
ˈsmʌɡ(ə)lɪŋ, əl, 1
ˈsmʌɡ(ə)lɪŋ, yŋ, 2
ˈspekjʊleɪt, ek, 1
ˈspekjʊleɪt, ʊl, 2
ˈspekjʊleɪt, eɪt, 3
ˈspelɪŋ, el, 1
ˈspelɪŋ, yŋ, 2
ˈspendɪŋ, en, 1
ˈspendɪŋ, yŋ, 2
ˈspesɪfaɪ, es, 1
ˈspesɪfaɪ, yf, 2
ˈspeʃəlaɪz, eʃ, 1
ˈspeʃəlaɪz, əl, 2
ˈspeʃəlaɪz, aɪz, 3
ˈspeʃəlɪst, eʃ, 1
ˈspeʃəlɪst, əl, 2
ˈspeʃəlɪst, ys, 3
ˈsprɔːlɪŋ, ɔːl, 1
ˈsprɔːlɪŋ, yŋ, 2
ˈspænjə(r)d, æn, 1
ˈspænjə(r)d, ər, 2
ˈspæz(ə)m, æz, 1
ˈspæz(ə)m, əm, 2
ˈspɒnsə(r), ɒn, 1
ˈspɒnsə(r), ər, 2
ˈspɒtˌlaɪt, ɒt, 1
ˈspɒtˌlaɪt, aɪt, 2
ˈspəʊksmən, əʊk, 1
ˈspəʊksmən, ən, 2
ˈspəʊkən, əʊk, 1
ˈspəʊkən, ən, 2
ˈspɪrɪt, yr, 1
ˈspɪrɪt, yt, 2
ˈspɪə(r)ˌhed, ɪər, 1
ˈspɪə(r)ˌhed, ed, 2
ˈspʌtə(r), ʌt, 1
ˈspʌtə(r), ər, 2
ˈsteɪbəlaɪz, eɪb, 1
ˈsteɪbəlaɪz, əl, 2
ˈsteɪbəlaɪz, aɪz, 3
ˈsteɪdiəm, eɪd, 1
ˈsteɪkˌhəʊldə(r), eɪk, 1
ˈsteɪkˌhəʊldə(r), əʊl, 2
ˈsteɪkˌhəʊldə(r), ər, 3
ˈsteɪlˌmeɪt, eɪl, 1
ˈsteɪlˌmeɪt, eɪt, 2
ˈsteɪp(ə)l, eɪp, 1
ˈsteɪp(ə)l, əl, 2
ˈsteɪtmənt, eɪt, 1
ˈsteɪtmənt, ən, 2
ˈsteɪʃ(ə)n, eɪʃ, 1
ˈsteɪʃ(ə)n, ən, 2
ˈstjuːd(ə)nt, uːd, 1
ˈstjuːd(ə)nt, ən, 2
ˈstraɪvɪŋ, aɪv, 1
ˈstraɪvɪŋ, yŋ, 2
ˈstreŋθ(ə)n, eŋ, 1
ˈstreŋθ(ə)n, ən, 2
ˈstreɪndʒə(r), eɪn, 1
ˈstreɪndʒə(r), ər, 2
ˈstriːmˌlaɪn, iːm, 1
ˈstriːmˌlaɪn, aɪn, 2
ˈstrætədʒi, æt, 1
ˈstrætədʒi, ədʒ, 2
ˈstrætədʒɪst, æt, 1
ˈstrætədʒɪst, ədʒ, 2
ˈstrætədʒɪst, ys, 3
ˈstrəʊlə(r), əʊl, 1
ˈstrəʊlə(r), ər, 2
ˈstrɪktʃə(r), yk, 1
ˈstrɪktʃə(r), ər, 2
ˈstrʌktʃə(r), ʌk, 1
ˈstrʌktʃə(r), ər, 2
ˈstrʌktʃə(r)d, ʌk, 1
ˈstrʌktʃə(r)d, ər, 2
ˈstrʌɡ(ə)l, əl, 1
ˈstrʌɡ(ə)lɪŋ, əl, 1
ˈstrʌɡ(ə)lɪŋ, yŋ, 2
ˈstændaʊt, æn, 1
ˈstændaʊt, aʊt, 2
ˈstændə(r)d, æn, 1
ˈstændə(r)d, ər, 2
ˈstændə(r)daɪz, æn, 1
ˈstændə(r)daɪz, ər, 2
ˈstændə(r)daɪz, aɪz, 3
ˈstændɪŋ, æn, 1
ˈstændɪŋ, yŋ, 2
ˈstætʃuːt, ætʃ, 1
ˈstætʃuːt, uːt, 2
ˈstæɡə(r)d, ər, 1
ˈstɑːfə(r), ɑːf, 1
ˈstɑːfə(r), ər, 2
ˈstɑːfɪŋ, ɑːf, 1
ˈstɑːfɪŋ, yŋ, 2
ˈstɑːtəld, ɑːt, 1
ˈstɑːtəld, əl, 2
ˈstɒkˌhəʊldə(r), ɒk, 1
ˈstɒkˌhəʊldə(r), əʊl, 2
ˈstɒkˌhəʊldə(r), ər, 3
ˈstɒkˌpaɪl, ɒk, 1
ˈstɒkˌpaɪl, aɪl, 2
ˈstɒpɪdʒ, ɒp, 1
ˈstɒpɪdʒ, ydʒ, 2
ˈstɔːri, ɔːr, 1
ˈstɔːrid, ɔːr, 1
ˈstɜː(r)di, ɜːr, 1
ˈstɜːrɪŋ, ɜːr, 1
ˈstɜːrɪŋ, yŋ, 2
ˈstɪmjʊˌleɪtɪŋ, ym, 1
ˈstɪmjʊˌleɪtɪŋ, ʊl, 2
ˈstɪmjʊˌleɪtɪŋ, eɪt, 3
ˈstɪmjʊˌleɪtɪŋ, yŋ, 4
ˈstɪpjʊleɪt, yp, 1
ˈstɪpjʊleɪt, ʊl, 2
ˈstɪpjʊleɪt, eɪt, 3
ˈstɪərɪŋ, ɪər, 1
ˈstɪərɪŋ, yŋ, 2
ˈstʌdi, ʌd, 1
ˈstʌdid, ʌd, 1
ˈstʌfɪŋ, ʌf, 1
ˈstʌfɪŋ, yŋ, 2
ˈstʌmb(ə)l, ʌm, 1
ˈstʌmb(ə)l, əl, 2
ˈstʌnɪŋ, ʌn, 1
ˈstʌnɪŋ, yŋ, 2
ˈsuːnə(r), uːn, 1
ˈsuːnə(r), ər, 2
ˈsuːpə(r)vaɪz, uːp, 1
ˈsuːpə(r)vaɪz, ər, 2
ˈsuːpə(r)vaɪz, aɪz, 3
ˈsuːpə(r)ˌmɑː(r)kɪt, uːp, 1
ˈsuːpə(r)ˌmɑː(r)kɪt, ər, 2
ˈsuːpə(r)ˌmɑː(r)kɪt, ɑːr, 3
ˈsuːpə(r)ˌmɑː(r)kɪt, yt, 4
ˈsuːpə(r)ˌtæŋkə(r), uːp, 1
ˈsuːpə(r)ˌtæŋkə(r), ər, 2
ˈsuːpə(r)ˌtæŋkə(r), æŋ, 3
ˈsuːpə(r)ˌtæŋkə(r), ər, 4
ˈsuːtə(r), uːt, 1
ˈsuːtə(r), ər, 2
ˈsuːtɪd, uːt, 1
ˈsuːtɪd, yd, 2
ˈsuːðɪŋ, uːð, 1
ˈsuːðɪŋ, yŋ, 2
ˈswelɪŋ, el, 1
ˈswelɪŋ, yŋ, 2
ˈswiːpɪŋ, iːp, 1
ˈswiːpɪŋ, yŋ, 2
ˈswəʊlən, əʊl, 1
ˈswəʊlən, ən, 2
ˈswɪftə, yf, 1
ˈswɪŋɪŋ, yŋ, 1
ˈswɪŋɪŋ, yŋ, 2
ˈsækrɪfaɪs, æk, 1
ˈsækrɪfaɪs, yf, 2
ˈsækrɪfaɪs, aɪs, 3
ˈsæləri, æl, 1
ˈsæləri, ər, 2
ˈsætɪsfaɪ, æt, 1
ˈsætɪsfaɪ, ys, 2
ˈsætɪsfaɪd, æt, 1
ˈsætɪsfaɪd, ys, 2
ˈsætɪsfaɪd, aɪd, 3
ˈsæv(ə)nt, æv, 1
ˈsæv(ə)nt, ən, 2
ˈsæŋkʃ(ə)n, æŋ, 1
ˈsæŋkʃ(ə)n, ən, 2
ˈsɒf(ə)n, ɒf, 1
ˈsɒf(ə)n, ən, 2
ˈsɒnˌtiːm, ɒn, 1
ˈsɒnˌtiːm, iːm, 2
ˈsɒvrɪn, ɒv, 1
ˈsɒvrɪn, yn, 2
ˈsɒŋˌraɪtə(r), ɒŋ, 1
ˈsɒŋˌraɪtə(r), aɪt, 2
ˈsɒŋˌraɪtə(r), ər, 3
ˈsɔɪˌbiːn, ɔɪb, 1
ˈsɔɪˌbiːn, iːn, 2
ˈsəʊldʒə(r), əʊl, 1
ˈsəʊldʒə(r), ər, 2
ˈsəʊlˌbɛərɪŋ, əʊl, 1
ˈsəʊlˌbɛərɪŋ, ər, 2
ˈsəʊlˌbɛərɪŋ, yŋ, 3
ˈsɛlfˈkɑnʃəs, əs, 1
ˈsɛvəntɪz, ən, 1
ˈsɛvəntɪz, yz, 2
ˈsɜː(r)k(ə)l, ɜːr, 1
ˈsɜː(r)k(ə)l, əl, 2
ˈsɜː(r)kəmstəns, ɜːr, 1
ˈsɜː(r)kəmstəns, əm, 2
ˈsɜː(r)kəmstəns, ən, 3
ˈsɜː(r)tʃɪŋ, ɜːr, 1
ˈsɜː(r)tʃɪŋ, yŋ, 2
ˈsɜː(r)v(ə)nt, ɜːr, 1
ˈsɜː(r)v(ə)nt, ən, 2
ˈsɜː(r)veɪ, ɜːr, 1
ˈsɜː(r)və(r), ɜːr, 1
ˈsɜː(r)və(r), ər, 2
ˈsɜː(r)vɪs, ɜːr, 1
ˈsɜː(r)vɪs, ys, 2
ˈsɜː(r)vɪsɪz, ɜːr, 1
ˈsɜː(r)vɪsɪz, ys, 2
ˈsɜː(r)vɪsɪz, yz, 3
ˈsɜː(r)vɪŋ, ɜːr, 1
ˈsɜː(r)vɪŋ, yŋ, 2
ˈsɜːbərəs, ɜːb, 1
ˈsɜːbərəs, ər, 2
ˈsɜːbərəs, əs, 3
ˈsɜːkəmstænsˈsɜːkəmstənsɪz, ɜːk, 1
ˈsɜːkəmstænsˈsɜːkəmstənsɪz, əm, 2
ˈsɜːkəmstænsˈsɜːkəmstənsɪz, æn, 3
ˈsɜːkəmstænsˈsɜːkəmstənsɪz, ɜːk, 4
ˈsɜːkəmstænsˈsɜːkəmstənsɪz, əm, 5
ˈsɜːkəmstænsˈsɜːkəmstənsɪz, ən, 6
ˈsɜːkəmstænsˈsɜːkəmstənsɪz, yz, 7
ˈsɪmplɪfaɪ, ym, 1
ˈsɪmplɪfaɪ, yf, 2
ˈsɪmptəm, ym, 1
ˈsɪmptəm, əm, 2
ˈsɪmpəθi, ym, 1
ˈsɪmpəθi, əθ, 2
ˈsɪmə(r), ym, 1
ˈsɪmə(r), ər, 2
ˈsɪndɪkət, yn, 1
ˈsɪndɪkət, yk, 2
ˈsɪndɪkət, ət, 3
ˈsɪnə(r)dʒi, yn, 1
ˈsɪnə(r)dʒi, ər, 2
ˈsɪstəm, ys, 1
ˈsɪstəm, əm, 2
ˈsɪti, yt, 1
ˈsɪtrən, yt, 1
ˈsɪtrən, ən, 2
ˈsɪtɪz(ə)n, yt, 1
ˈsɪtɪz(ə)n, yz, 2
ˈsɪtɪz(ə)n, ən, 3
ˈsɪtɪŋ, yt, 1
ˈsɪtɪŋ, yŋ, 2
ˈsɪŋkɪŋ, yŋ, 1
ˈsɪŋkɪŋ, yŋ, 2
ˈsɪŋɡ(ə)l, yŋ, 1
ˈsɪŋɡ(ə)l, əl, 2
ˈsɪəriəl, ɪər, 1
ˈsɪɡn(ə)l, əl, 1
ˈsɪɡn(ə)ld, əl, 1
ˈsɪɡn(ə)lɪŋ, əl, 1
ˈsɪɡn(ə)lɪŋ, yŋ, 2
ˈsʌbdʒɪkt, ʌb, 1
ˈsʌbdʒɪkt, yk, 2
ˈsʌbsədi, ʌb, 1
ˈsʌbsədi, əd, 2
ˈsʌbsɪdaɪz, ʌb, 1
ˈsʌbsɪdaɪz, yd, 2
ˈsʌbsɪdaɪz, aɪz, 3
ˈsʌbɜː(r)b, ʌb, 1
ˈsʌbɜː(r)b, ɜːr, 2
ˈsʌfə(r), ʌf, 1
ˈsʌfə(r), ər, 2
ˈsʌfəkeɪt, ʌf, 1
ˈsʌfəkeɪt, ək, 2
ˈsʌfəkeɪt, eɪt, 3
ˈsʌfərɪŋ, ʌf, 1
ˈsʌfərɪŋ, ər, 2
ˈsʌfərɪŋ, yŋ, 3
ˈsʌni, ʌn, 1
ˈsʌplɪment, ʌp, 1
ˈsʌplɪment, ym, 2
ˈsʌplɪment, en, 3
ˈtaɪdi, aɪd, 1
ˈtaɪmɪŋ, aɪm, 1
ˈtaɪmɪŋ, yŋ, 2
ˈtaɪt(ə)ld, aɪt, 1
ˈtaɪt(ə)ld, əl, 2
ˈtaɪt(ə)n, aɪt, 1
ˈtaɪt(ə)n, ən, 2
ˈtaʊə(r), ʊər, 1
ˈtaʊərɪŋ, ʊər, 1
ˈtaʊərɪŋ, yŋ, 2
ˈteks(t)ˌbʊk, ek, 1
ˈteks(t)ˌbʊk, ʊk, 2
ˈtekstaɪl, ek, 1
ˈtekstaɪl, aɪl, 2
ˈtelɪvaɪz, el, 1
ˈtelɪvaɪz, yv, 2
ˈtelɪvaɪz, aɪz, 3
ˈtelɪŋ, el, 1
ˈtelɪŋ, yŋ, 2
ˈtelɪˌfəʊn, el, 1
ˈtelɪˌfəʊn, yf, 2
ˈtelɪˌfəʊn, əʊn, 3
ˈtelɪˌvɪʒ(ə)n, el, 1
ˈtelɪˌvɪʒ(ə)n, yv, 2
ˈtelɪˌvɪʒ(ə)n, yʒ, 3
ˈtelɪˌvɪʒ(ə)n, ən, 4
ˈtelɪˌɡrɑːf, el, 1
ˈtelɪˌɡrɑːf, ɑːf, 2
ˈtemprɪtʃə(r), em, 1
ˈtemprɪtʃə(r), ytʃ, 2
ˈtemprɪtʃə(r), ər, 3
ˈtempə(r), em, 1
ˈtempə(r), ər, 2
ˈtendə(r), en, 1
ˈtendə(r), ər, 2
ˈtenə(r), en, 1
ˈtenə(r), ər, 2
ˈtenəmənt, en, 1
ˈtenəmənt, əm, 2
ˈtenəmənt, ən, 3
ˈtenənt, en, 1
ˈtenənt, ən, 2
ˈtenʃ(ə)n, en, 1
ˈtenʃ(ə)n, ən, 2
ˈtestɪŋ, es, 1
ˈtestɪŋ, yŋ, 2
ˈteɪb(ə)l, eɪb, 1
ˈteɪb(ə)l, əl, 2
ˈteɪkən, eɪk, 1
ˈteɪkən, ən, 2
ˈteɪkɪŋ, eɪk, 1
ˈteɪkɪŋ, yŋ, 2
ˈteɪkˌəʊvə(r), eɪk, 1
ˈteɪkˌəʊvə(r), əʊv, 2
ˈteɪkˌəʊvə(r), ər, 3
ˈteɪlə(r), eɪl, 1
ˈteɪlə(r), ər, 2
ˈteɪlə(r)d, eɪl, 1
ˈteɪlə(r)d, ər, 2
ˈteɪlˌwɪnd, eɪl, 1
ˈteɪlˌwɪnd, yn, 2
ˈteɪpə(r), eɪp, 1
ˈteɪpə(r), ər, 2
ˈtiːmˌmeɪt, iːm, 1
ˈtiːmˌmeɪt, eɪt, 2
ˈtiːnˌeɪdʒə(r), iːn, 1
ˈtiːnˌeɪdʒə(r), eɪdʒ, 2
ˈtiːnˌeɪdʒə(r), ər, 3
ˈtiːtʃə(r), iːtʃ, 1
ˈtiːtʃə(r), ər, 2
ˈtiːtʃɪŋ, iːtʃ, 1
ˈtiːtʃɪŋ, yŋ, 2
ˈtjuːnə, uːn, 1
ˈtraʊzə(r)z, aʊz, 1
ˈtraʊzə(r)z, ər, 2
ˈtremb(ə)l, em, 1
ˈtremb(ə)l, əl, 2
ˈtrendɪŋ, en, 1
ˈtrendɪŋ, yŋ, 2
ˈtreɪdə(r), eɪd, 1
ˈtreɪdə(r), ər, 2
ˈtreɪdɪŋ, eɪd, 1
ˈtreɪdɪŋ, yŋ, 2
ˈtreɪlɪŋ, eɪl, 1
ˈtreɪlɪŋ, yŋ, 2
ˈtreɪnɪŋ, eɪn, 1
ˈtreɪnɪŋ, yŋ, 2
ˈtriːtmənt, iːt, 1
ˈtriːtmənt, ən, 2
ˈtrækɪŋ, æk, 1
ˈtrækɪŋ, yŋ, 2
ˈtrænˌskrɪpt, æn, 1
ˈtrænˌskrɪpt, yp, 2
ˈtræv(ə)ld, æv, 1
ˈtræv(ə)ld, əl, 2
ˈtræv(ə)liŋ, æv, 1
ˈtræv(ə)liŋ, əl, 2
ˈtræv(ə)liŋ, iŋ, 3
ˈtrɪljən, yl, 1
ˈtrɪljən, ən, 2
ˈtrɪp(ə)l, yp, 1
ˈtrɪp(ə)l, əl, 2
ˈtrɪɡə(r), ər, 1
ˈtrʌb(ə)l, ʌb, 1
ˈtrʌb(ə)l, əl, 2
ˈtrʌb(ə)ld, ʌb, 1
ˈtrʌb(ə)ld, əl, 2
ˈtrʌb(ə)lɪŋ, ʌb, 1
ˈtrʌb(ə)lɪŋ, əl, 2
ˈtrʌb(ə)lɪŋ, yŋ, 3
ˈtrʌmpɪt, ʌm, 1
ˈtrʌmpɪt, yt, 2
ˈtuːmˌstəʊn, uːm, 1
ˈtuːmˌstəʊn, əʊn, 2
ˈtuːθˌbrʌʃ, uːθ, 1
ˈtuːθˌbrʌʃ, ʌʃ, 2
ˈtuːθˌpɪk, uːθ, 1
ˈtuːθˌpɪk, yk, 2
ˈtwɪŋklɪŋ, yŋ, 1
ˈtwɪŋklɪŋ, yŋ, 2
ˈtæblɔɪd, æb, 1
